Count: 8132 | Pattern: a(U+0061) l(U+006C) d(U+0064) y(U+0079) b(U+0062) Ä(U+00C4) —(U+2014) | Hex: 616c647962c384e28094
Count: 249 | Pattern: a(U+0061) d(U+0064) o(U+006F) r(U+0072) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: 61646f7269c385c2b3
Count: 245 | Pattern: l(U+006C) k(U+006B) a(U+0061) v(U+0076) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 6c6b617669c385efbfbd
Count: 213 | Pattern:  (U+0020) l(U+006C) e(U+0065) n(U+006E) k(U+006B) Å(U+00C5) ³(U+00B3) | Hex: 206c656e6bc385c2b3
Count: 199 | Pattern:  (U+0020) K(U+004B) r(U+0072) i(U+0069) k(U+006B) Å(U+00C5) �(U+FFFD) | Hex: 204b72696bc385efbfbd
Count: 198 | Pattern: R(U+0052) o(U+006F) k(U+006B) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 526f6b69c385efbfbd
Count: 195 | Pattern: V(U+0056) a(U+0061) r(U+0072) Ä(U+00C4) —(U+2014) | Hex: 566172c384e28094
Count: 190 | Pattern: n(U+006E) g(U+0067) t(U+0074) i(U+0069) n(U+006E) Ä(U+00C4) —(U+2014) | Hex: 6e6774696ec384e28094
Count: 189 | Pattern: R(U+0052) A(U+0041) M(U+004D) Å(U+00C5) Ŗ(U+0156) | Hex: 52414dc385c596
Count: 165 | Pattern: l(U+006C) e(U+0065) k(U+006B) t(U+0074) r(U+0072) Ä(U+00C4) —(U+2014) | Hex: 6c656b7472c384e28094
Count: 164 | Pattern: u(U+0075) m(U+006D) o(U+006F)  (U+0020) s(U+0073) Ä(U+00C4) …(U+2026) | Hex: 756d6f2073c384e280a6
Count: 162 | Pattern: Ä(U+00C4) �(U+FFFD) | Hex: c384efbfbd
Count: 161 | Pattern: J(U+004A) o(U+006F) n(U+006E) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 4a6f6e69c385efbfbd
Count: 157 | Pattern: Å(U+00C5)  (U+00A0) a(U+0061) l(U+006C) Ä(U+00C4) ¨(U+00A8) | Hex: c385c2a0616cc384c2a8
Count: 157 | Pattern: T(U+0054) e(U+0065) l(U+006C) Å(U+00C5) �(U+FFFD) | Hex: 54656cc385efbfbd
Count: 150 | Pattern: E(U+0045) L(U+004C) E(U+0045) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 454c455649c384efbfbd
Count: 145 | Pattern: a(U+0061) z(U+007A) d(U+0064) i(U+0069) j(U+006A) Å(U+00C5) ³(U+00B3) | Hex: 617a64696ac385c2b3
Count: 144 | Pattern: I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 49454ec384e28093
Count: 142 | Pattern: r(U+0072)  (U+0020) R(U+0052) u(U+0075) s(U+0073) Å(U+00C5) ³(U+00B3) | Hex: 7220527573c385c2b3
Count: 141 | Pattern: l(U+006C) a(U+0061) i(U+0069) s(U+0073) v(U+0076) Ä(U+00C4) —(U+2014) | Hex: 6c61697376c384e28094
Count: 139 | Pattern: S(U+0053) K(U+004B) I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 534b49454ec384e28093
Count: 138 | Pattern: M(U+004D) a(U+0061) Å(U+00C5) ¾(U+00BE) | Hex: 4d61c385c2be
Count: 136 | Pattern: R(U+0052) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 5249c384efbfbd
Count: 135 | Pattern: i(U+0069) l(U+006C) u(U+0075) t(U+0074) Ä(U+00C4) —(U+2014) | Hex: 696c7574c384e28094
Count: 133 | Pattern: e(U+0065) i(U+0069) k(U+006B) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: 65696b69c385c2b3
Count: 133 | Pattern:  (U+0020) ā(U+0101) €(U+20AC) ˛(U+02DB) U(U+0055) Å(U+00C5) ¾(U+00BE) | Hex: 20c481e282accb9b55c385c2be
Count: 133 | Pattern: K(U+004B) r(U+0072) i(U+0069) k(U+006B) Å(U+00C5) �(U+FFFD) | Hex: 4b72696bc385efbfbd
Count: 132 | Pattern: V(U+0056) i(U+0069) l(U+006C) k(U+006B) p(U+0070) Ä(U+00C4) —(U+2014) | Hex: 56696c6b70c384e28094
Count: 132 | Pattern: d(U+0064) Ä(U+00C4) —(U+2014) | Hex: 64c384e28094
Count: 131 | Pattern: k(U+006B) m(U+006D) e(U+0065) r(U+0072) g(U+0067) Ä(U+00C4) —(U+2014) | Hex: 6b6d657267c384e28094
Count: 131 | Pattern: a(U+0061) u(U+0075) r(U+0072) a(U+0061) g(U+0067) Ä(U+00C4) —(U+2014) | Hex: 6175726167c384e28094
Count: 131 | Pattern: -(U+002D) K(U+004B) r(U+0072) i(U+0069) k(U+006B) Å(U+00C5) �(U+FFFD) | Hex: 2d4b72696bc385efbfbd
Count: 130 | Pattern: r(U+0072) v(U+0076) i(U+0069) n(U+006E) t(U+0074) Å(U+00C5) ³(U+00B3) | Hex: 7276696e74c385c2b3
Count: 127 | Pattern: A(U+0041) G(U+0047) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 41474ec384e28093
Count: 126 | Pattern: K(U+004B) a(U+0061) z(U+007A) l(U+006C) Å(U+00C5) ³(U+00B3) | Hex: 4b617a6cc385c2b3
Count: 126 | Pattern:  (U+0020) R(U+0052) Å(U+00C5) «(U+00AB) | Hex: 2052c385c2ab
Count: 125 | Pattern: a(U+0061) m(U+006D) p(U+0070) o(U+006F) l(U+006C) Ä(U+00C4) —(U+2014) | Hex: 616d706f6cc384e28094
Count: 125 | Pattern: s(U+0073) a(U+0061) d(U+0064) a(U+0061)  (U+0020) Å(U+00C5)  (U+00A0) | Hex: 7361646120c385c2a0
Count: 123 | Pattern: M(U+004D) O(U+004F) N(U+004E) Y(U+0059) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 4d4f4e5954c384e28093
Count: 120 | Pattern: Å(U+00C5)  (U+00A0) a(U+0061) k(U+006B) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: c385c2a0616b69c385c2b3
Count: 117 | Pattern: ā(U+0101) €(U+20AC) ˛(U+02DB) A(U+0041) u(U+0075) Å(U+00C5) �(U+FFFD) | Hex: c481e282accb9b4175c385efbfbd
Count: 117 | Pattern: i(U+0069) k(U+006B) i(U+0069) e(U+0065) n(U+006E) Ä(U+00C4) —(U+2014) | Hex: 696b69656ec384e28094
Count: 117 | Pattern: s(U+0073)  (U+0020) R(U+0052) a(U+0061) d(U+0064) Å(U+00C5) ¾(U+00BE) | Hex: 7320526164c385c2be
Count: 117 | Pattern: u(U+0075) s(U+0073) i(U+0069) g(U+0067) r(U+0072) Ä(U+00C4) …(U+2026) | Hex: 7573696772c384e280a6
Count: 117 | Pattern: l(U+006C) s(U+0073) t(U+0074) y(U+0079) b(U+0062) Ä(U+00C4) ™(U+2122) | Hex: 6c73747962c384e284a2
Count: 114 | Pattern: P(U+0050) l(U+006C) u(U+0075) n(U+006E) g(U+0067) Ä(U+00C4) —(U+2014) | Hex: 506c756e67c384e28094
Count: 114 | Pattern: o(U+006F)  (U+0020) j(U+006A) u(U+0075) d(U+0064) Ä(U+00C4) —(U+2014) | Hex: 6f206a7564c384e28094
Count: 114 | Pattern: a(U+0061) m(U+006D) a(U+0061) s(U+0073)  (U+0020) Å(U+00C5) �(U+FFFD) | Hex: 616d617320c385efbfbd
Count: 114 | Pattern:  (U+0020) T(U+0054) o(U+006F) m(U+006D) a(U+0061) Å(U+00C5) �(U+FFFD) | Hex: 20546f6d61c385efbfbd
Count: 112 | Pattern: Å(U+00C5)  (U+00A0) v(U+0076) e(U+0065) n(U+006E) Ä(U+00C4) ¨(U+00A8) | Hex: c385c2a076656ec384c2a8
Count: 112 | Pattern:  (U+0020) A(U+0041) r(U+0072) a(U+0061) b(U+0062) Å(U+00C5) ³(U+00B3) | Hex: 2041726162c385c2b3
Count: 110 | Pattern: D(U+0044) O(U+004F) V(U+0056) I(U+0049) L(U+004C) Ä(U+00C4) –(U+2013) | Hex: 444f56494cc384e28093
Count: 109 | Pattern: K(U+004B) u(U+0075) p(U+0070) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 4b757069c385efbfbd
Count: 107 | Pattern:  (U+0020) k(U+006B) r(U+0072) a(U+0061) Å(U+00C5) �(U+FFFD) | Hex: 206b7261c385efbfbd
Count: 104 | Pattern: d(U+0064) v(U+0076) i(U+0069) l(U+006C) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 6476696c69c385efbfbd
Count: 102 | Pattern: S(U+0053) K(U+004B) A(U+0041) I(U+0049) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 534b414954c384e28093
Count: 101 | Pattern: i(U+0069) l(U+006C) a(U+0061) l(U+006C) Ä(U+00C4) —(U+2014) | Hex: 696c616cc384e28094
Count: 101 | Pattern: Z(U+005A) a(U+0061) r(U+0072) a(U+0061) s(U+0073) Å(U+00C5) ³(U+00B3) | Hex: 5a61726173c385c2b3
Count: 100 | Pattern: N(U+004E) I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 4e49454ec384e28093
Count: 100 | Pattern: N(U+004E) A(U+0041) U(U+0055) S(U+0053) Ä(U+00C4) –(U+2013) | Hex: 4e415553c384e28093
Count: 100 | Pattern: V(U+0056) Ä(U+00C4) –(U+2013) G(U+0047) Ä(U+00C4) –(U+2013) | Hex: 56c384e2809347c384e28093
Count: 100 | Pattern: L(U+004C) Ä(U+00C4) –(U+2013) | Hex: 4cc384e28093
Count: 98 | Pattern: N(U+004E) I(U+0049) J(U+004A) O(U+004F) L(U+004C) Ä(U+00C4) –(U+2013) | Hex: 4e494a4f4cc384e28093
Count: 98 | Pattern: l(U+006C) i(U+0069) t(U+0074) i(U+0069) n(U+006E) Ä(U+00C4) —(U+2014) | Hex: 6c6974696ec384e28094
Count: 98 | Pattern: A(U+0041) R(U+0052) Å(U+00C5) Ŗ(U+0156) | Hex: 4152c385c596
Count: 95 | Pattern: s(U+0073)  (U+0020) A(U+0041) n(U+006E) d(U+0064) Å(U+00C5) ¾(U+00BE) | Hex: 7320416e64c385c2be
Count: 95 | Pattern: a(U+0061) t(U+0074) a(U+0061) s(U+0073)  (U+0020) Ä(U+00C4) �(U+FFFD) | Hex: 6174617320c384efbfbd
Count: 95 | Pattern: P(U+0050) r(U+0072) a(U+0061) n(U+006E) c(U+0063) Å(U+00C5) «(U+00AB) | Hex: 5072616e63c385c2ab
Count: 95 | Pattern: r(U+0072) a(U+0061) c(U+0063) i(U+0069) n(U+006E) Ä(U+00C4) —(U+2014) | Hex: 726163696ec384e28094
Count: 93 | Pattern: i(U+0069) j(U+006A) o(U+006F) n(U+006E) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 696a6f6e69c385efbfbd
Count: 91 | Pattern: U(U+0055) D(U+0044) R(U+0052) O(U+004F) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 5544524f4ec384e28093
Count: 90 | Pattern: T(U+0054) R(U+0052) U(U+0055) N(U+004E) C(U+0043) Ä(U+00C4) –(U+2013) | Hex: 5452554e43c384e28093
Count: 83 | Pattern: “(U+201C)  (U+0020) V(U+0056) I(U+0049) S(U+0053) Å(U+00C5) ²(U+00B2) | Hex: e2809c20564953c385c2b2
Count: 82 | Pattern: s(U+0073) a(U+0061) d(U+0064) a(U+0061)  (U+0020) Ä(U+00C4) �(U+FFFD) | Hex: 7361646120c384efbfbd
Count: 82 | Pattern: l(U+006C) s(U+0073) t(U+0074) y(U+0079) b(U+0062) Ä(U+00C4) —(U+2014) | Hex: 6c73747962c384e28094
Count: 82 | Pattern: R(U+0052) Å(U+00C5) Ŗ(U+0156) | Hex: 52c385c596
Count: 81 | Pattern:  (U+0020) P(U+0050) i(U+0069) e(U+0065) t(U+0074) Å(U+00C5) ³(U+00B3) | Hex: 2050696574c385c2b3
Count: 81 | Pattern: e(U+0065) m(U+006D) a(U+0061) i(U+0069) Ä(U+00C4) ¨(U+00A8) | Hex: 656d6169c384c2a8
Count: 80 | Pattern: r(U+0072) l(U+006C) a(U+0061) n(U+006E) d(U+0064) Å(U+00C5) ³(U+00B3) | Hex: 726c616e64c385c2b3
Count: 77 | Pattern: P(U+0050) r(U+0072) i(U+0069) e(U+0065) n(U+006E) Å(U+00C5) ³(U+00B3) | Hex: 507269656ec385c2b3
Count: 76 | Pattern: i(U+0069) j(U+006A) a(U+0061) ,(U+002C)  (U+0020) Å(U+00C5) ½(U+00BD) | Hex: 696a612c20c385c2bd
Count: 74 | Pattern: N(U+004E) K(U+004B) E(U+0045) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 4e4b455649c384efbfbd
Count: 71 | Pattern: B(U+0042) i(U+0069) r(U+0072) Å(U+00C5) �(U+FFFD) | Hex: 426972c385efbfbd
Count: 70 | Pattern:  (U+0020) A(U+0041) l(U+006C) y(U+0079) t(U+0074) Å(U+00C5) ³(U+00B3) | Hex: 20416c7974c385c2b3
Count: 67 | Pattern: A(U+0041) U(U+0055) Å(U+00C5)  (U+00A0) | Hex: 4155c385c2a0
Count: 65 | Pattern: a(U+0061) t(U+0074) a(U+0061) s(U+0073)  (U+0020) Å(U+00C5) ½(U+00BD) | Hex: 6174617320c385c2bd
Count: 65 | Pattern: t(U+0074) Ä(U+00C4) …(U+2026) | Hex: 74c384e280a6
Count: 65 | Pattern: S(U+0053) K(U+004B) E(U+0045) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 534b455649c384efbfbd
Count: 64 | Pattern: I(U+0049) R(U+0052) U(U+0055) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 49525554c384e28093
Count: 64 | Pattern: J(U+004A) Å(U+00C5) Ŗ(U+0156) | Hex: 4ac385c596
Count: 64 | Pattern: R(U+0052) A(U+0041) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 524154c384e28093
Count: 63 | Pattern: Å(U+00C5)  (U+00A0) A(U+0041) R(U+0052) Å(U+00C5) Ŗ(U+0156) | Hex: c385c2a04152c385c596
Count: 60 | Pattern: Å(U+00C5)  (U+00A0) A(U+0041) B(U+0042) Å(U+00C5) Ŗ(U+0156) | Hex: c385c2a04142c385c596
Count: 60 | Pattern: Z(U+005A) D(U+0044) I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 5a4449454ec384e28093
Count: 60 | Pattern: I(U+0049) D(U+0044) A(U+0041) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 4944415649c384efbfbd
Count: 57 | Pattern: I(U+0049) N(U+004E) I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 494e49454ec384e28093
Count: 56 | Pattern: s(U+0073) n(U+006E) i(U+0069) n(U+006E) k(U+006B) Å(U+00C5) ³(U+00B3) | Hex: 736e696e6bc385c2b3
Count: 56 | Pattern: D(U+0044) Z(U+005A) E(U+0045) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 445a455649c384efbfbd
Count: 55 | Pattern: k(U+006B) Ä(U+00C4) —(U+2014) | Hex: 6bc384e28094
Count: 55 | Pattern: Å(U+00C5) Ŗ(U+0156) | Hex: c385c596
Count: 54 | Pattern: r(U+0072) a(U+0061) Å(U+00C5) �(U+FFFD) | Hex: 7261c385efbfbd
Count: 54 | Pattern: M(U+004D) A(U+0041) Å(U+00C5) ½(U+00BD) | Hex: 4d41c385c2bd
Count: 52 | Pattern: i(U+0069) Å(U+00C5) «(U+00AB) n(U+006E) Å(U+00C5) ³(U+00B3) | Hex: 69c385c2ab6ec385c2b3
Count: 46 | Pattern: D(U+0044) A(U+0041) U(U+0055) K(U+004B) Å(U+00C5)  (U+00A0) | Hex: 4441554bc385c2a0
Count: 45 | Pattern: D(U+0044) A(U+0041) U(U+0055) G(U+0047) Ä(U+00C4) –(U+2013) | Hex: 44415547c384e28093
Count: 45 | Pattern: I(U+0049) Å(U+00C5) Ŗ(U+0156) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 49c385c59654c384e28093
Count: 45 | Pattern: U(U+0055) C(U+0043) A(U+0041) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 5543415649c384efbfbd
Count: 45 | Pattern: T(U+0054) R(U+0052) A(U+0041) V(U+0056) I(U+0049) Ä(U+00C4) �(U+FFFD) | Hex: 5452415649c384efbfbd
Count: 42 | Pattern: l(U+006C) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: 6c69c385c2b3
Count: 42 | Pattern: U(U+0055) Å(U+00C5) ¾(U+00BE) | Hex: 55c385c2be
Count: 42 | Pattern: s(U+0073) t(U+0074) u(U+0075) Ä(U+00C4) ¨(U+00A8) | Hex: 737475c384c2a8
Count: 42 | Pattern: ā(U+0101) €(U+20AC) ˛(U+02DB) D(U+0044) r(U+0072) Ä(U+00C4) …(U+2026) | Hex: c481e282accb9b4472c384e280a6
Count: 41 | Pattern: V(U+0056) A(U+0041) L(U+004C) I(U+0049) Å(U+00C5) Ŗ(U+0156) | Hex: 56414c49c385c596
Count: 41 | Pattern: n(U+006E) o(U+006F)  (U+0020) A(U+0041) u(U+0075) Å(U+00C5) �(U+FFFD) | Hex: 6e6f204175c385efbfbd
Count: 40 | Pattern: v(U+0076) i(U+0069) n(U+006E) g(U+0067) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: 76696e6769c385c2b3
Count: 40 | Pattern: o(U+006F)  (U+0020) k(U+006B) r(U+0072) a(U+0061) Å(U+00C5) �(U+FFFD) | Hex: 6f206b7261c385efbfbd
Count: 40 | Pattern: V(U+0056) I(U+0049) L(U+004C) I(U+0049) Å(U+00C5) Ŗ(U+0156) | Hex: 56494c49c385c596
Count: 38 | Pattern:  (U+0020) M(U+004D) a(U+0061) t(U+0074) u(U+0075) Ä(U+00C4) ¨(U+00A8) | Hex: 204d617475c384c2a8
Count: 38 | Pattern:  (U+0020) T(U+0054) r(U+0072) a(U+0061) k(U+006B) Å(U+00C5) ³(U+00B3) | Hex: 205472616bc385c2b3
Count: 38 | Pattern: K(U+004B) A(U+0041) R(U+0052) T(U+0054) Å(U+00C5) ²(U+00B2) | Hex: 4b415254c385c2b2
Count: 38 | Pattern: U(U+0055) M(U+004D) O(U+004F)  (U+0020) S(U+0053) Ä(U+00C4) „(U+201E) | Hex: 554d4f2053c384e2809e
Count: 37 | Pattern: l(U+006C) t(U+0074) i(U+0069) n(U+006E) i(U+0069) Å(U+00C5) ³(U+00B3) | Hex: 6c74696e69c385c2b3
Count: 37 | Pattern: B(U+0042) i(U+0069) r(U+0072) u(U+0075) t(U+0074) Ä(U+00C4) —(U+2014) | Hex: 4269727574c384e28094
Count: 37 | Pattern: U(U+0055) T(U+0054) I(U+0049) E(U+0045) N(U+004E) Ä(U+00C4) –(U+2013) | Hex: 555449454ec384e28093
Count: 36 | Pattern: K(U+004B) a(U+0061) z(U+007A) l(U+006C) i(U+0069) Å(U+00C5) �(U+FFFD) | Hex: 4b617a6c69c385efbfbd
Count: 36 | Pattern: r(U+0072) a(U+0061) m(U+006D) o(U+006F) n(U+006E) Ä(U+00C4) —(U+2014) | Hex: 72616d6f6ec384e28094
Count: 36 | Pattern: I(U+0049) M(U+004D) A(U+0041) N(U+004E) T(U+0054) Ä(U+00C4) –(U+2013) | Hex: 494d414e54c384e28093
Count: 36 | Pattern:  (U+0020) ā(U+0101) €(U+20AC) ˛(U+02DB) K(U+004B) Ä(U+00C4) ™(U+2122) | Hex: 20c481e282accb9b4bc384e284a2
Count: 36 | Pattern: b(U+0062) i(U+0069) o(U+006F)  (U+0020) s(U+0073) Ä(U+00C4) …(U+2026) | Hex: 62696f2073c384e280a6
Count: 36 | Pattern: ˛(U+02DB) A(U+0041) n(U+006E) y(U+0079) k(U+006B) Å(U+00C5) �(U+FFFD) | Hex: cb9b416e796bc385efbfbd
